file_prod_date,m_ticker,ticker,comp_name,comp_name_2,exchange,currency_code,per_end_date,per_type,per_code,per_fisc_year,per_fisc_qtr,per_cal_year,per_cal_qtr,ann_rpt_flag,qtr_rpt_flag,last_rev_date,sales_mean_est,sales_median_est,sales_cnt_est,sales_high_est,sales_low_est,sales_std_dev_est,sales_pct_chg_est_1w,sales_cnt_est_rev_up_1w,sales_cnt_est_rev_down_1w,sales_pct_chg_est_1m,sales_cnt_est_rev_up_1m,sales_cnt_est_rev_down_1m,sales_pct_chg_est_3m,sales_cnt_est_rev_up_3m,sales_cnt_est_rev_down_3m
2021-03-11,A2,A,AGILENT TECH,"Agilent Technologies, Inc.",NYSE,USD,2021-10-31,A,,2021,4,2021,4,1,1,2021-02-17,5893.371,5887.0,6,5930.0,5882.0,18.322,0.0,0,0,3.168,6,0,3.688,6,0
2021-03-11,A2,A,AGILENT TECH,"Agilent Technologies, Inc.",NYSE,USD,2022-10-31,A,,2022,4,2022,4,1,1,2021-02-17,6245.8,6247.9,6,6285.0,6207.0,35.704,0.0,0,0,3.022,6,0,3.534,6,0
2021-03-11,A2,A,AGILENT TECH,"Agilent Technologies, Inc.",NYSE,USD,2023-10-31,A,,2023,4,2023,4,1,1,2021-02-17,6657.99,6668.97,3,6670.0,6635.0,19.916,0.0,0,0,2.835,3,0,3.261,3,0
2021-03-11,A2,A,AGILENT TECH,"Agilent Technologies, Inc.",NYSE,USD,2021-01-31,Q,,2021,1,2021,1,1,1,2021-01-27,1431.69,1423.0,6,1476.0,1411.14,23.321,0.0,0,0,0.0,0,0,0.538,1,0
2021-03-11,A2,A,AGILENT TECH,"Agilent Technologies, Inc.",NYSE,USD,2021-04-30,Q,,2021,2,2021,2,1,1,2021-02-17,1387.451,1388.5,6,1393.0,1380.0,4.89,0.0,0,0,2.089,5,1,3.433,6,0
2021-03-11,A2,A,AGILENT TECH,"Agilent Technologies, Inc.",NYSE,USD,2021-07-31,Q,,2021,3,2021,3,1,1,2021-02-17,1402.941,1410.5,6,1421.65,1372.0,21.442,0.0,0,0,1.477,5,1,1.993,6,0
2021-03-11,A2,A,AGILENT TECH,"Agilent Technologies, Inc.",NYSE,USD,2021-10-31,Q,,2021,4,2021,4,1,1,2021-02-17,1554.976,1555.5,6,1580.0,1529.86,22.939,0.0,0,0,1.018,4,1,0.789,3,2
2021-03-11,A2,A,AGILENT TECH,"Agilent Technologies, Inc.",NYSE,USD,2022-01-31,Q,,2022,1,2022,1,1,1,2021-02-17,1599.0,1614.0,3,1633.0,1550.0,43.485,0.0,0,0,5.174,3,0,5.777,3,0
2021-03-11,A2,A,AGILENT TECH,"Agilent Technologies, Inc.",NYSE,USD,2022-04-30,Q,,2022,2,2022,2,1,1,2021-02-17,1476.0,1467.0,3,1498.0,1463.0,19.157,0.0,0,0,1.536,2,1,4.409,3,0
2021-03-11,A2,A,AGILENT TECH,"Agilent Technologies, Inc.",NYSE,USD,2022-07-31,Q,,2022,3,2022,3,1,1,2021-02-17,1487.666,1476.0,3,1539.0,1448.0,46.608,0.0,0,0,0.972,3,0,2.104,3,0
2021-03-11,A2,A,AGILENT TECH,"Agilent Technologies, Inc.",NYSE,USD,2022-10-31,Q,,2022,4,2022,4,1,1,2021-02-17,1651.666,1655.0,3,1659.0,1641.0,9.451,0.0,0,0,0.875,2,1,0.568,2,1
2021-03-11,AA2,AA,ALCOA CORP,Alcoa Corp.,NYSE,USD,2021-12-31,A,,2021,4,2021,4,1,1,2021-02-02,9864.272,9687.69,4,10608.51,9473.2,513.068,0.0,0,0,0.0,0,0,3.786,4,0
2021-03-11,AA2,AA,ALCOA CORP,Alcoa Corp.,NYSE,USD,2022-12-31,A,,2022,4,2022,4,1,1,2021-02-02,9225.513,9083.82,3,9995.0,8597.72,709.334,0.0,0,0,0.0,0,0,-3.424,1,2
2021-03-11,AA2,AA,ALCOA CORP,Alcoa Corp.,NYSE,USD,2023-12-31,A,,2023,4,2023,4,1,1,2021-02-02,9307.363,9425.01,3,10003.0,8494.08,761.308,0.0,0,0,0.0,0,0,,0,0
2021-03-11,AA2,AA,ALCOA CORP,Alcoa Corp.,NYSE,USD,2021-03-31,Q,,2021,1,2021,1,1,1,2021-02-02,2591.295,2591.295,2,2635.0,2547.59,61.808,0.0,0,0,0.0,0,0,15.358,1,0
2021-03-11,AA2,AA,ALCOA CORP,Alcoa Corp.,NYSE,USD,2021-06-30,Q,,2021,2,2021,2,1,1,2021-02-02,2352.06,2352.06,2,2367.0,2337.12,21.128,0.0,0,0,0.0,0,0,3.735,1,0
2021-03-11,AA2,AA,ALCOA CORP,Alcoa Corp.,NYSE,USD,2021-09-30,Q,,2021,3,2021,3,1,1,2021-02-02,2354.645,2354.645,2,2391.0,2318.29,51.413,0.0,0,0,0.0,0,0,2.522,1,0
2021-03-11,AA2,AA,ALCOA CORP,Alcoa Corp.,NYSE,USD,2021-12-31,Q,,2021,4,2021,4,1,1,2021-02-02,2333.105,2333.105,2,2396.0,2270.21,88.946,0.0,0,0,0.0,0,0,1.832,0,1
2021-03-11,AA2,AA,ALCOA CORP,Alcoa Corp.,NYSE,USD,2022-03-31,Q,,2022,1,2022,1,1,1,2021-01-21,2264.68,2264.68,1,2264.68,2264.68,,0.0,0,0,0.0,0,0,-6.237,0,1
2021-03-11,AA2,AA,ALCOA CORP,Alcoa Corp.,NYSE,USD,2022-06-30,Q,,2022,2,2022,2,1,1,2021-01-21,2272.6,2272.6,1,2272.6,2272.6,,0.0,0,0,0.0,0,0,-6.01,0,1
2021-03-11,AA2,AA,ALCOA CORP,Alcoa Corp.,NYSE,USD,2022-09-30,Q,,2022,3,2022,3,1,1,2021-01-21,2281.91,2281.91,1,2281.91,2281.91,,0.0,0,0,0.0,0,0,-6.831,0,1
2021-03-11,AA2,AA,ALCOA CORP,Alcoa Corp.,NYSE,USD,2022-12-31,Q,,2022,4,2022,4,1,1,2021-01-21,2264.63,2264.63,1,2264.63,2264.63,,0.0,0,0,0.0,0,0,-6.202,0,1
2021-03-11,AA2,AA,ALCOA CORP,Alcoa Corp.,NYSE,USD,2023-03-31,Q,,2023,1,2023,1,1,1,2021-01-21,2340.23,2340.23,1,2340.23,2340.23,,0.0,0,0,0.0,0,0,,0,0
2021-03-11,AA2,AA,ALCOA CORP,Alcoa Corp.,NYSE,USD,2023-06-30,Q,,2023,2,2023,2,1,1,2021-01-21,2361.33,2361.33,1,2361.33,2361.33,,0.0,0,0,0.0,0,0,,0,0
2021-03-11,AA2,AA,ALCOA CORP,Alcoa Corp.,NYSE,USD,2023-09-30,Q,,2023,3,2023,3,1,1,2021-01-21,2370.71,2370.71,1,2370.71,2370.71,,0.0,0,0,0.0,0,0,,0,0
2021-03-11,AA2,AA,ALCOA CORP,Alcoa Corp.,NYSE,USD,2023-12-31,Q,,2023,4,2023,4,1,1,2021-01-21,2352.75,2352.75,1,2352.75,2352.75,,0.0,0,0,0.0,0,0,,0,0
2021-03-11,AACA,AACAY,AAC TECH HLDGS,AAC Technologies Holdings Inc.,OTC,USD,2020-12-31,A,,2020,4,2020,4,0,0,2020-11-16,2589.26,2589.26,1,2589.26,2589.26,,0.0,0,0,0.0,0,0,0.0,0,0
2021-03-11,AACA,AACAY,AAC TECH HLDGS,AAC Technologies Holdings Inc.,OTC,USD,2021-12-31,A,,2021,4,2021,4,0,0,2020-11-16,3180.78,3180.78,1,3180.78,3180.78,,0.0,0,0,0.0,0,0,0.0,0,0
2021-03-11,AACA,AACAY,AAC TECH HLDGS,AAC Technologies Holdings Inc.,OTC,USD,2020-12-31,Q,,2020,4,2020,4,0,0,2020-11-16,723.34,723.34,1,723.34,723.34,,0.0,0,0,0.0,0,0,0.0,0,0
2021-03-11,AAL,AAL,AMER AIRLINES,American Airlines Group Inc.,NSDQ,USD,2020-12-31,A,,2020,4,2020,4,1,1,2021-01-20,17169.2,17177.59,8,17474.0,16897.03,197.678,0.0,0,0,0.0,0,0,-0.496,2,3
2021-03-11,AAL,AAL,AMER AIRLINES,American Airlines Group Inc.,NSDQ,USD,2021-12-31,A,,2021,4,2021,4,1,1,2021-02-23,26053.176,25928.66,11,29892.0,22260.48,2740.762,0.0,0,0,-2.004,2,1,-4.794,2,8
2021-03-11,AAL,AAL,AMER AIRLINES,American Airlines Group Inc.,NSDQ,USD,2022-12-31,A,,2022,4,2022,4,1,1,2021-02-23,36606.862,37874.48,11,39751.0,31340.83,3050.568,0.0,0,0,-2.429,1,1,1.694,6,1
2021-03-11,AAL,AAL,AMER AIRLINES,American Airlines Group Inc.,NSDQ,USD,2023-12-31,A,,2023,4,2023,4,1,1,2021-02-23,40017.535,40374.855,6,44513.65,35277.01,3238.177,0.0,0,0,-3.579,0,1,4.842,3,0
2021-03-11,AAL,AAL,AMER AIRLINES,American Airlines Group Inc.,NSDQ,USD,2020-12-31,Q,,2020,4,2020,4,1,1,2021-01-20,3859.2,3867.59,8,4164.0,3587.03,197.678,0.0,0,0,0.0,0,0,-5.571,1,4
2021-03-11,AAL,AAL,AMER AIRLINES,American Airlines Group Inc.,NSDQ,USD,2021-03-31,Q,,2021,1,2021,1,1,1,2021-02-23,4055.292,4008.04,9,4380.0,3893.0,150.454,0.0,0,0,-0.915,0,2,-20.789,1,7
2021-03-11,AAL,AAL,AMER AIRLINES,American Airlines Group Inc.,NSDQ,USD,2021-06-30,Q,,2021,2,2021,2,1,1,2021-02-23,6095.212,6185.945,10,7214.0,4379.0,875.736,0.0,0,0,-1.669,0,2,-7.848,1,7
2021-03-11,AAL,AAL,AMER AIRLINES,American Airlines Group Inc.,NSDQ,USD,2021-09-30,Q,,2021,3,2021,3,1,1,2021-02-23,7517.93,7344.46,10,9219.4,6244.02,1007.48,0.0,0,0,-1.204,0,2,-0.557,4,4
2021-03-11,AAL,AAL,AMER AIRLINES,American Airlines Group Inc.,NSDQ,USD,2021-12-31,Q,,2021,4,2021,4,1,1,2021-02-23,8040.632,7958.515,10,9455.4,6590.91,964.737,0.0,0,0,-2.075,2,0,2.045,4,4
2021-03-11,AAL,AAL,AMER AIRLINES,American Airlines Group Inc.,NSDQ,USD,2022-03-31,Q,,2022,1,2022,1,1,1,2021-02-23,7930.748,8076.11,6,8997.0,6721.62,888.088,0.0,0,0,-10.112,0,1,-4.84,2,1
2021-03-11,AAL,AAL,AMER AIRLINES,American Airlines Group Inc.,NSDQ,USD,2022-06-30,Q,,2022,2,2022,2,1,1,2021-02-23,9437.433,9607.305,6,10844.33,8120.31,1098.553,0.0,0,0,-10.432,1,0,-5.415,2,1
2021-03-11,AAL,AAL,AMER AIRLINES,American Airlines Group Inc.,NSDQ,USD,2022-09-30,Q,,2022,3,2022,3,1,1,2021-02-23,9550.565,9899.295,6,10573.01,8107.06,1077.812,0.0,0,0,-3.97,1,0,-3.475,3,0
2021-03-11,AAL,AAL,AMER AIRLINES,American Airlines Group Inc.,NSDQ,USD,2022-12-31,Q,,2022,4,2022,4,1,1,2021-02-23,9519.306,9512.19,6,10733.95,8391.84,901.061,0.0,0,0,0.165,1,0,-1.676,3,0
2021-03-11,AAL,AAL,AMER AIRLINES,American Airlines Group Inc.,NSDQ,USD,2023-03-31,Q,,2023,1,2023,1,1,1,2021-02-08,8483.2,8484.63,3,9405.09,7559.88,922.605,0.0,0,0,,0,0,-5.119,1,0
2021-03-11,AAL,AAL,AMER AIRLINES,American Airlines Group Inc.,NSDQ,USD,2023-06-30,Q,,2023,2,2023,2,1,1,2021-02-08,9736.17,9500.73,3,10565.84,9141.94,740.571,0.0,0,0,,0,0,-7.913,0,1
2021-03-11,AAL,AAL,AMER AIRLINES,American Airlines Group Inc.,NSDQ,USD,2023-09-30,Q,,2023,3,2023,3,1,1,2021-02-08,9993.383,9651.54,3,11201.68,9126.93,1078.79,0.0,0,0,,0,0,-4.219,1,0
2021-03-11,AAL,AAL,AMER AIRLINES,American Airlines Group Inc.,NSDQ,USD,2023-12-31,Q,,2023,4,2023,4,1,1,2021-02-08,10067.856,9985.88,3,10769.44,9448.25,664.398,0.0,0,0,,0,0,2.606,1,0
2021-03-11,AAN,AAN,AARONS CO INC,"The Aaron's Company, Inc.",NYSE,USD,2020-12-31,A,,2020,4,2020,4,1,1,2021-02-17,1729.233,1737.817,4,1745.1,1696.2,22.817,0.0,0,0,0.263,1,0,0.281,1,0
2021-03-11,AAN,AAN,AARONS CO INC,"The Aaron's Company, Inc.",NYSE,USD,2021-12-31,A,,2021,4,2021,4,1,1,2021-02-25,1685.117,1684.425,6,1691.8,1677.2,5.187,0.0,0,0,1.316,5,1,1.225,5,1
2021-03-11,AAN,AAN,AARONS CO INC,"The Aaron's Company, Inc.",NYSE,USD,2022-12-31,A,,2022,4,2022,4,1,1,2021-02-24,1666.823,1655.545,5,1702.5,1630.876,29.339,0.0,0,0,0.851,3,1,0.851,3,1
2021-03-11,AAN,AAN,AARONS CO INC,"The Aaron's Company, Inc.",NYSE,USD,2023-12-31,A,,2023,4,2023,4,1,1,2021-02-23,1638.706,1638.706,1,1638.706,1638.706,,0.0,0,0,3.206,1,0,3.206,1,0
2021-03-11,AAN,AAN,AARONS CO INC,"The Aaron's Company, Inc.",NYSE,USD,2024-12-31,A,,2024,4,2024,4,1,1,2021-02-23,1624.361,1624.361,1,1624.361,1624.361,,0.0,0,0,1.883,1,0,1.883,1,0
2021-03-11,AAN,AAN,AARONS CO INC,"The Aaron's Company, Inc.",NYSE,USD,2025-12-31,A,,2025,4,2025,4,1,1,2021-02-23,1601.26,1601.26,1,1601.26,1601.26,,0.0,0,0,,0,0,,0,0
2021-03-11,AAN,AAN,AARONS CO INC,"The Aaron's Company, Inc.",NYSE,USD,2020-12-31,Q,,2020,4,2020,4,1,1,2021-02-17,424.496,433.093,4,440.4,391.4,22.863,0.0,0,0,0.419,1,0,0.419,1,0
2021-03-11,AAN,AAN,AARONS CO INC,"The Aaron's Company, Inc.",NYSE,USD,2021-03-31,Q,,2021,1,2021,1,1,1,2021-02-25,432.691,431.852,6,448.4,417.446,10.078,0.0,0,0,3.836,5,1,4.125,5,1
2021-03-11,AAN,AAN,AARONS CO INC,"The Aaron's Company, Inc.",NYSE,USD,2021-06-30,Q,,2021,2,2021,2,1,1,2021-02-25,427.036,423.011,6,446.573,421.3,9.741,0.0,0,0,1.637,5,1,1.813,5,1
2021-03-11,AAN,AAN,AARONS CO INC,"The Aaron's Company, Inc.",NYSE,USD,2021-09-30,Q,,2021,3,2021,3,1,1,2021-02-25,414.97,413.768,6,430.928,402.8,9.138,0.0,0,0,-0.121,3,3,0.543,3,3
2021-03-11,AAN,AAN,AARONS CO INC,"The Aaron's Company, Inc.",NYSE,USD,2021-12-31,Q,,2021,4,2021,4,1,1,2021-02-25,410.868,412.025,6,420.2,401.352,7.219,0.0,0,0,-1.825,3,3,-1.477,3,3
2021-03-11,AAN,AAN,AARONS CO INC,"The Aaron's Company, Inc.",NYSE,USD,2022-03-31,Q,,2022,1,2022,1,1,1,2021-02-24,439.131,435.086,3,455.2,427.107,14.476,0.0,0,0,5.833,2,0,5.833,2,0
2021-03-11,AAN,AAN,AARONS CO INC,"The Aaron's Company, Inc.",NYSE,USD,2022-06-30,Q,,2022,2,2022,2,1,1,2021-02-24,429.142,428.7,3,442.019,416.709,12.66,0.0,0,0,-0.388,2,0,-0.388,2,0
2021-03-11,AAN,AAN,AARONS CO INC,"The Aaron's Company, Inc.",NYSE,USD,2022-09-30,Q,,2022,3,2022,3,1,1,2021-02-24,408.158,408.9,3,411.745,403.83,4.009,0.0,0,0,-3.54,1,1,-3.54,1,1
2021-03-11,AAN,AAN,AARONS CO INC,"The Aaron's Company, Inc.",NYSE,USD,2022-12-31,Q,,2022,4,2022,4,1,1,2021-02-24,406.614,407.899,3,409.7,402.244,3.89,0.0,0,0,2.78,2,0,2.78,2,0
2021-03-11,AAOI,AAOI,APPLIED OPTOELE,"Applied Optoelectronics, Inc.",NSDQ,USD,2020-12-31,A,,2020,4,2020,4,1,1,2021-01-08,234.285,234.445,4,234.6,233.65,0.445,0.0,0,0,0.0,0,0,0.0,0,1
2021-03-11,AAOI,AAOI,APPLIED OPTOELE,"Applied Optoelectronics, Inc.",NSDQ,USD,2021-12-31,A,,2021,4,2021,4,1,1,2021-03-04,245.707,246.065,4,256.9,233.8,9.971,-2.439,0,1,-5.097,0,4,-5.097,0,4
2021-03-11,AAOI,AAOI,APPLIED OPTOELE,"Applied Optoelectronics, Inc.",NSDQ,USD,2022-12-31,A,,2022,4,2022,4,1,1,2021-03-04,281.546,277.04,3,296.4,271.2,13.19,-3.283,0,1,-7.904,0,1,-7.904,0,1
2021-03-11,AAOI,AAOI,APPLIED OPTOELE,"Applied Optoelectronics, Inc.",NSDQ,USD,2020-12-31,Q,,2020,4,2020,4,1,1,2021-01-08,52.037,52.145,4,52.5,51.36,0.496,0.0,0,0,0.0,0,0,0.0,0,1
2021-03-11,AAOI,AAOI,APPLIED OPTOELE,"Applied Optoelectronics, Inc.",NSDQ,USD,2021-03-31,Q,,2021,1,2021,1,1,1,2021-03-04,49.407,49.265,4,50.1,49.0,0.48,-0.058,0,0,-2.963,1,1,-5.666,0,2
2021-03-11,AAOI,AAOI,APPLIED OPTOELE,"Applied Optoelectronics, Inc.",NSDQ,USD,2021-06-30,Q,,2021,2,2021,2,1,1,2021-03-04,58.507,57.965,4,62.9,55.2,3.205,-0.328,0,0,-5.941,0,2,-9.016,0,2
2021-03-11,AAOI,AAOI,APPLIED OPTOELE,"Applied Optoelectronics, Inc.",NSDQ,USD,2021-09-30,Q,,2021,3,2021,3,1,1,2021-03-04,66.42,66.11,4,71.6,61.86,4.28,-1.091,0,0,-5.046,0,2,-6.351,0,2
2021-03-11,AAOI,AAOI,APPLIED OPTOELE,"Applied Optoelectronics, Inc.",NSDQ,USD,2021-12-31,Q,,2021,4,2021,4,1,1,2021-03-04,71.495,71.475,4,75.5,67.53,3.322,-0.391,0,0,-2.426,1,2,-0.577,1,1
2021-03-11,AAOI,AAOI,APPLIED OPTOELE,"Applied Optoelectronics, Inc.",NSDQ,USD,2022-03-31,Q,,2022,1,2022,1,1,1,2021-02-26,62.79,62.79,2,62.8,62.78,0.014,0.0,0,0,,0,0,,0,0
2021-03-11,AAOI,AAOI,APPLIED OPTOELE,"Applied Optoelectronics, Inc.",NSDQ,USD,2022-06-30,Q,,2022,2,2022,2,1,1,2021-02-26,70.37,70.37,2,73.4,67.34,4.285,0.0,0,0,,0,0,,0,0
2021-03-11,AAOI,AAOI,APPLIED OPTOELE,"Applied Optoelectronics, Inc.",NSDQ,USD,2022-09-30,Q,,2022,3,2022,3,1,1,2021-02-26,75.17,75.17,2,80.4,69.94,7.396,0.0,0,0,,0,0,,0,0
2021-03-11,AAOI,AAOI,APPLIED OPTOELE,"Applied Optoelectronics, Inc.",NSDQ,USD,2022-12-31,Q,,2022,4,2022,4,1,1,2021-02-26,75.42,75.42,2,79.7,71.14,6.052,0.0,0,0,,0,0,,0,0
2021-03-11,AAP2,AAP,ADVANCE AUTO PT,"Advance Auto Parts, Inc.",NYSE,USD,2020-12-31,A,,2020,4,2020,4,1,1,2021-02-12,10092.163,10096.2,6,10114.75,10064.1,21.928,0.0,0,0,0.0,0,1,0.165,1,1
2021-03-11,AAP2,AAP,ADVANCE AUTO PT,"Advance Auto Parts, Inc.",NYSE,USD,2021-12-31,A,,2021,4,2021,4,1,1,2021-02-23,10244.113,10253.875,6,10340.7,10137.23,94.0,0.0,0,0,0.234,4,1,0.443,4,1
2021-03-11,AAP2,AAP,ADVANCE AUTO PT,"Advance Auto Parts, Inc.",NYSE,USD,2022-12-31,A,,2022,4,2022,4,1,1,2021-02-23,10546.496,10474.6,5,10704.5,10432.03,122.911,0.0,0,0,0.158,4,1,0.769,4,1
2021-03-11,AAP2,AAP,ADVANCE AUTO PT,"Advance Auto Parts, Inc.",NYSE,USD,2023-12-31,A,,2023,4,2023,4,1,1,2021-02-23,10730.245,10730.245,2,10736.99,10723.5,9.538,0.0,0,0,,0,0,,0,0
2021-03-11,AAP2,AAP,ADVANCE AUTO PT,"Advance Auto Parts, Inc.",NYSE,USD,2020-12-31,Q,,2020,4,2020,4,1,1,2021-02-12,2339.91,2340.77,4,2355.2,2322.9,17.602,0.0,0,0,0.0,0,1,-0.275,0,2
2021-03-11,AAP2,AAP,ADVANCE AUTO PT,"Advance Auto Parts, Inc.",NYSE,USD,2021-03-31,Q,,2021,1,2021,1,1,1,2021-02-17,3041.397,3039.35,4,3096.0,2990.89,49.608,0.0,0,0,2.935,2,1,1.707,2,1
2021-03-11,AAP2,AAP,ADVANCE AUTO PT,"Advance Auto Parts, Inc.",NYSE,USD,2021-06-30,Q,,2021,2,2021,2,1,1,2021-02-17,2450.197,2440.2,4,2505.4,2414.99,41.698,0.0,0,0,-1.374,1,2,-2.295,1,2
2021-03-11,AAP2,AAP,ADVANCE AUTO PT,"Advance Auto Parts, Inc.",NYSE,USD,2021-09-30,Q,,2021,3,2021,3,1,1,2021-02-17,2492.507,2482.65,4,2567.73,2437.0,64.256,0.0,0,0,0.827,0,3,-0.098,0,3
2021-03-11,AAP2,AAP,ADVANCE AUTO PT,"Advance Auto Parts, Inc.",NYSE,USD,2021-12-31,Q,,2021,4,2021,4,1,1,2021-02-17,2312.287,2304.75,4,2405.1,2234.55,70.201,0.0,0,0,-0.996,1,2,-0.849,1,2
2021-03-11,AAP2,AAP,ADVANCE AUTO PT,"Advance Auto Parts, Inc.",NYSE,USD,2022-03-31,Q,,2022,1,2022,1,1,1,2021-02-17,3039.0,3039.0,2,3148.0,2930.0,154.149,0.0,0,0,0.852,1,0,0.852,1,0
2021-03-11,AAP2,AAP,ADVANCE AUTO PT,"Advance Auto Parts, Inc.",NYSE,USD,2022-06-30,Q,,2022,2,2022,2,1,1,2021-02-17,2544.5,2544.5,2,2569.5,2519.5,35.355,0.0,0,0,-2.475,0,1,-2.475,0,1
2021-03-11,AAP2,AAP,ADVANCE AUTO PT,"Advance Auto Parts, Inc.",NYSE,USD,2022-09-30,Q,,2022,3,2022,3,1,1,2021-02-17,2582.25,2582.25,2,2614.1,2550.4,45.042,0.0,0,0,0.347,0,1,0.347,0,1
2021-03-11,AAP2,AAP,ADVANCE AUTO PT,"Advance Auto Parts, Inc.",NYSE,USD,2022-12-31,Q,,2022,4,2022,4,1,1,2021-02-17,2423.8,2423.8,2,2486.6,2361.0,88.812,0.0,0,0,-1.443,1,0,-1.443,1,0
2021-03-11,AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2021-09-30,A,,2021,4,2021,3,1,1,2021-03-10,336561.283,337849.35,9,341259.3,331622.9,3228.648,0.0,1,0,-0.074,2,1,5.215,9,0
2021-03-11,AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2022-09-30,A,,2022,4,2022,3,1,1,2021-03-10,350324.061,353166.3,9,358390.0,339491.0,6957.621,0.0,1,0,0.013,3,0,5.219,8,0
2021-03-11,AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2023-09-30,A,,2023,4,2023,3,1,1,2021-02-26,382047.866,379817.33,3,387657.87,378668.4,4892.25,0.0,0,0,-0.011,0,1,5.895,2,0
2021-03-11,AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2020-12-31,Q,,2021,1,2020,4,1,1,2021-01-25,102512.822,101570.0,8,110122.3,97967.0,4049.698,0.0,0,0,0.0,0,0,-0.172,2,2
2021-03-11,AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2021-03-31,Q,,2021,2,2021,1,1,1,2021-03-10,77388.221,76752.825,8,82911.0,74723.4,2597.532,0.0,1,0,-0.205,1,2,3.25,6,2
2021-03-11,AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2021-06-30,Q,,2021,3,2021,2,1,1,2021-03-10,68462.985,68263.0,8,69913.66,67484.0,964.496,0.0,1,0,-0.416,1,2,3.54,8,0
2021-03-11,AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2021-09-30,Q,,2021,4,2021,3,1,1,2021-03-10,79332.196,78881.0,8,83598.95,75698.0,2535.769,0.0,1,0,0.206,2,1,5.447,8,0
2021-03-11,AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2021-12-31,Q,,2022,1,2021,4,1,1,2021-03-10,112503.046,112512.63,5,114875.6,108308.0,2648.997,0.0,1,0,0.0,2,0,6.856,4,0
2021-03-11,AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2022-03-31,Q,,2022,2,2022,1,1,1,2021-03-10,79706.616,80766.68,5,81974.0,74666.0,3030.271,0.0,1,0,0.0,2,0,3.526,4,0
2021-03-11,AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2022-06-30,Q,,2022,3,2022,2,1,1,2021-03-10,73688.158,73531.5,5,76358.0,70928.0,1942.971,0.0,1,0,0.0,2,0,4.642,4,0
2021-03-11,AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2022-09-30,Q,,2022,4,2022,3,1,1,2021-03-10,83882.102,83096.0,5,86902.51,81751.0,2186.36,0.0,1,0,0.0,2,0,6.28,4,0
2021-03-11,AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2022-12-31,Q,,2023,1,2022,4,1,1,2021-01-28,125144.465,125144.465,2,128532.93,121756.0,4792.013,0.0,0,0,0.0,0,0,6.514,1,0
2021-03-11,AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2023-03-31,Q,,2023,2,2023,1,1,1,2021-01-28,86459.68,86459.68,1,86459.68,86459.68,,0.0,0,0,0.0,0,0,,0,0
2021-03-11,AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2023-06-30,Q,,2023,3,2023,2,1,1,2021-01-28,80842.29,80842.29,1,80842.29,80842.29,,0.0,0,0,0.0,0,0,,0,0
2021-03-11,AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,2023-09-30,Q,,2023,4,2023,3,1,1,2021-01-28,91822.97,91822.97,1,91822.97,91822.97,,0.0,0,0,0.0,0,0,,0,0
2021-03-11,AAT4,AAT,AMER ASSETS TR,"American Assets Trust, Inc.",NYSE,USD,2020-12-31,A,,2020,4,2020,4,1,1,2020-12-10,332.321,332.321,2,348.552,316.09,22.954,0.0,0,0,0.0,0,0,-4.656,0,0
2021-03-11,AAT4,AAT,AMER ASSETS TR,"American Assets Trust, Inc.",NYSE,USD,2021-12-31,A,,2021,4,2021,4,1,1,2021-02-23,343.985,343.985,2,350.35,337.62,9.001,0.0,0,0,-0.37,1,1,0.794,1,1
2021-03-11,AAT4,AAT,AMER ASSETS TR,"American Assets Trust, Inc.",NYSE,USD,2022-12-31,A,,2022,4,2022,4,1,1,2021-02-23,375.98,375.98,2,381.58,370.38,7.919,0.0,0,0,-0.389,0,2,-0.697,0,2
2021-03-11,AAT4,AAT,AMER ASSETS TR,"American Assets Trust, Inc.",NYSE,USD,2023-12-31,A,,2023,4,2023,4,1,1,2021-02-23,379.63,379.63,1,379.63,379.63,,0.0,0,0,,0,0,,0,0
2021-03-11,AAT4,AAT,AMER ASSETS TR,"American Assets Trust, Inc.",NYSE,USD,2020-12-31,Q,,2020,4,2020,4,1,1,2020-11-04,85.326,85.326,1,85.326,85.326,,0.0,0,0,0.0,0,0,0.0,0,0
2021-03-11,AAT4,AAT,AMER ASSETS TR,"American Assets Trust, Inc.",NYSE,USD,2021-03-31,Q,,2021,1,2021,1,1,1,2021-02-15,83.51,83.51,1,83.51,83.51,,0.0,0,0,-3.057,0,1,-3.057,0,1
